path,N,k1,k2,beam_width,duration,objective
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,5,0,10,17154.7,37782.7
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,5,1,10,17600.2,37236.4
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,10,0,5,35479.6,36850.2
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,10,1,5,41433.1,37062.9
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,10,2,5,42706.9,37311.8
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,10,0,10,56520.5,37782.7
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,10,1,10,60100.2,36202.3
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,10,2,10,65017,36732.9
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,15,2,5,66056.1,36977.4
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,15,0,5,80540.2,36499
