path,N,alpha,beam_width,objective
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.1,1,5939.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.2,1,6254.73
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.3,1,5822.19
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.4,1,5492.59
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.5,1,5840.99
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.6,1,5704.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.7,1,5818.41
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.8,1,5580.23
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.9,1,5951.7
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,1,1,5723.61
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.1,2,5277.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.2,2,5678.43
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.3,2,5216.43
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.4,2,5492.08
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.5,2,5150.92
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.6,2,5441.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.7,2,5560.48
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.8,2,5174.77
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.9,2,5628.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,1,2,5090.68
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.1,3,5201.34
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.2,3,5261.86
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.3,3,4890.09
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.4,3,5364.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.5,3,5371.15
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.6,3,5300.88
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.7,3,5123.32
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.8,3,5040.15
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.9,3,5166.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,1,3,5033.35
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.1,4,4950.97
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.2,4,5312.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.3,4,4888.27
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.4,4,4801.16
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.5,4,5329.58
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.6,4,4983.39
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.7,4,5103.35
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.8,4,4764.15
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.9,4,4944.15
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,1,4,4935.83
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.1,5,4962.56
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.2,5,5108.43
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.3,5,4752.17
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.4,5,4986.32
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.5,5,5003.58
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.6,5,4843.52
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.7,5,5170.88
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.8,5,4982.44
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.9,5,4742.83
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,1,5,4681.49
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.1,6,4716.19
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.2,6,4875.42
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.3,6,4861.23
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.4,6,5058.83
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.5,6,4952.28
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.6,6,4794.92
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.7,6,4755.86
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.8,6,4897.29
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.9,6,4740.48
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,1,6,4822.7
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.1,7,4848.28
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.2,7,4760.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.3,7,4889.64
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.4,7,4909.96
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.5,7,4729.31
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.6,7,4983.48
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.7,7,4638.51
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.8,7,4679.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.9,7,4650.35
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,1,7,4742.77
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.1,8,4753.49
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.2,8,4842.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.3,8,4763.98
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.4,8,4878.28
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.5,8,4782.92
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.6,8,4965.67
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.7,8,4777.71
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.8,8,4855.42
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.9,8,4811
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,1,8,4501.59
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.1,9,4607.97
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.2,9,4808.74
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.3,9,4725.09
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.4,9,4654.47
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.5,9,4736.86
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.6,9,4990.21
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.7,9,4948.22
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.8,9,4299.21
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.9,9,4932.83
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,1,9,4662.31
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.1,10,4787.85
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.2,10,4772.89
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.3,10,4757.24
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.4,10,4661.16
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.5,10,4666.39
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.6,10,4940.54
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.7,10,4710.67
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.8,10,4610.29
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,0.9,10,4660.71
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance32_nreq200_nveh4_gamma184.txt,200,1,10,4917.47
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.1,1,6174.15
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.2,1,6016.51
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.3,1,5989.68
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.4,1,6250.51
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.5,1,5829.64
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.6,1,5916.86
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.7,1,5685.61
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.8,1,6091.46
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.9,1,5898.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,1,1,5539.78
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.1,2,5568.8
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.2,2,5843.38
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.3,2,5672.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.4,2,5212.96
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.5,2,5788.47
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.6,2,5833.85
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.7,2,5856.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.8,2,5403.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.9,2,5320.13
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,1,2,5599.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.1,3,5202.78
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.2,3,5188.44
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.3,3,4962
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.4,3,5321.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.5,3,5443.74
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.6,3,5211.59
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.7,3,5512.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.8,3,5259.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.9,3,5359.84
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,1,3,5252.37
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.1,4,5095.59
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.2,4,5051.86
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.3,4,4956.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.4,4,5353.11
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.5,4,5112.08
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.6,4,5075.91
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.7,4,5205.53
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.8,4,5480.53
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.9,4,5121.38
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,1,4,4939.17
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.1,5,5034.74
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.2,5,5052.44
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.3,5,4870.96
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.4,5,4887.68
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.5,5,4993.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.6,5,4908.93
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.7,5,4952.65
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.8,5,5258.36
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.9,5,4741.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,1,5,5016.34
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.1,6,4863.21
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.2,6,4877.54
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.3,6,4748.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.4,6,5127.21
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.5,6,4908.17
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.6,6,4943.7
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.7,6,5236.09
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.8,6,4973.36
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.9,6,4713.53
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,1,6,5246.98
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.1,7,4848.14
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.2,7,5079.27
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.3,7,4605.53
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.4,7,5246.78
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.5,7,4883.21
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.6,7,4794.68
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.7,7,5154.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.8,7,4779.67
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.9,7,4684.71
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,1,7,4939.18
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.1,8,5000.12
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.2,8,4995.27
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.3,8,4829.76
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.4,8,5239.36
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.5,8,4520.32
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.6,8,4880.94
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.7,8,4712.53
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.8,8,4878.77
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.9,8,4765.57
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,1,8,4582.88
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.1,9,4715.35
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.2,9,4871.31
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.3,9,4498.94
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.4,9,4963.67
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.5,9,4483.98
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.6,9,4932.17
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.7,9,4765.18
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.8,9,4927.55
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.9,9,4585.26
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,1,9,4652.39
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.1,10,4836.14
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.2,10,5018.33
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.3,10,4598.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.4,10,4814.06
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.5,10,4783.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.6,10,4830.74
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.7,10,4795.86
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.8,10,4757.82
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,0.9,10,4581.36
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance36_nreq200_nveh4_gamma181.txt,200,1,10,4586.89
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance46_nreq200_nveh4_gamma178.txt,200,0.1,1,6315.68
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance46_nreq200_nveh4_gamma178.txt,200,0.2,1,5562.87
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance46_nreq200_nveh4_gamma178.txt,200,0.3,1,5492.86
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance46_nreq200_nveh4_gamma178.txt,200,0.4,1,5749.85
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance46_nreq200_nveh4_gamma178.txt,200,0.5,1,5666.95
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance46_nreq200_nveh4_gamma178.txt,200,0.6,1,5895.47
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance46_nreq200_nveh4_gamma178.txt,200,0.7,1,6372.69
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance46_nreq200_nveh4_gamma178.txt,200,0.8,1,5382.56
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance46_nreq200_nveh4_gamma178.txt,200,0.9,1,5731.74
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance46_nreq200_nveh4_gamma178.txt,200,1,1,5567.54
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance46_nreq200_nveh4_gamma178.txt,200,0.1,2,5447.82
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance46_nreq200_nveh4_gamma178.txt,200,0.2,2,5412.94
