path,N,T,iters,alpha,objective
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,1000,50,100,0.97,119953
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,1000,50,100,0.99,120033
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,1000,100,100,0.95,120073
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,1000,100,100,0.97,119843
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,1000,100,100,0.99,119802
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance46_nreq1000_nveh20_gamma904.txt,1000,10,100,0.95,119181
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance46_nreq1000_nveh20_gamma904.txt,1000,10,100,0.97,118845
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance46_nreq1000_nveh20_gamma904.txt,1000,10,100,0.99,119715
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance46_nreq1000_nveh20_gamma904.txt,1000,50,100,0.95,119439
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance46_nreq1000_nveh20_gamma904.txt,1000,50,100,0.97,119266
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance46_nreq1000_nveh20_gamma904.txt,1000,50,100,0.99,119216
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance46_nreq1000_nveh20_gamma904.txt,1000,100,100,0.95,118882
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance46_nreq1000_nveh20_gamma904.txt,1000,100,100,0.97,118927
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance46_nreq1000_nveh20_gamma904.txt,1000,100,100,0.99,118860
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,1000,10,100,0.95,110908
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,1000,10,100,0.97,110475
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,1000,10,100,0.99,110834
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,1000,50,100,0.95,110477
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,1000,50,100,0.97,110233
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,1000,50,100,0.99,110481
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,1000,100,100,0.95,110590
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,1000,100,100,0.97,110075
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,1000,100,100,0.99,110130
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,1000,10,100,0.95,119938
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,1000,10,100,0.97,119626
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,1000,10,100,0.99,120008
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,1000,50,100,0.95,120206
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,1000,50,100,0.97,119130
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,1000,50,100,0.99,120773
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,1000,100,100,0.95,119830
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,1000,100,100,0.97,119776
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,1000,100,100,0.99,120225
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,1000,10,100,0.95,120817
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,1000,10,100,0.97,121280
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,1000,10,100,0.99,121193
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,1000,50,100,0.95,120782
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,1000,50,100,0.97,120917
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,1000,50,100,0.99,120852
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,1000,100,100,0.95,120894
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,1000,100,100,0.97,121252
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,1000,100,100,0.99,121332
